ID,性别,年龄,职业,征信是否逾期,工资,婚否,购房所属套数,首付款比例,收入支出比例,拟购房面积,贷款期限,是否贷款
2099,1,0,1,0,1,1,0,4,0,0,4,1
2100,1,1,0,0,1,1,0,1,0,2,0,0
2101,1,1,1,0,2,1,0,2,2,3,0,1
2102,1,1,1,0,2,1,0,4,0,3,2,1
2103,1,3,1,0,4,1,0,0,2,3,0,1
2104,1,0,1,0,0,1,0,2,1,0,4,1
2105,0,0,1,0,1,1,0,0,1,3,0,1
2106,1,3,1,0,4,2,0,0,2,2,4,1
2107,1,0,1,0,0,1,0,1,0,2,0,1
2108,1,1,0,0,1,1,0,4,0,3,3,0
2109,1,2,1,0,3,1,0,0,1,3,0,1
2110,1,2,1,0,3,1,0,0,0,0,3,1
2111,1,2,0,0,4,1,0,2,2,3,3,1
2112,1,1,0,0,1,1,0,2,0,2,0,1
2113,0,1,0,0,1,1,0,1,0,2,4,1
2114,1,2,0,0,4,1,0,1,0,2,0,1
2115,1,2,1,0,4,1,0,4,2,1,1,1
2116,0,1,1,1,3,1,0,3,0,1,4,0
2117,1,2,0,0,3,2,0,2,1,0,4,0
2118,0,0,1,0,0,2,0,0,2,3,3,0
2119,1,1,1,0,1,1,0,4,1,1,0,1
2120,1,1,1,0,1,1,0,2,3,2,3,1
2121,1,0,1,1,0,1,0,0,1,3,3,0
2122,1,0,0,0,1,2,0,2,0,2,4,1
2123,1,0,0,0,1,1,0,0,0,3,4,1
2124,0,1,0,0,0,1,0,1,3,1,0,0
2125,0,2,0,0,3,1,0,2,3,0,0,1
2126,1,0,0,0,0,2,0,0,1,2,3,0
2127,0,1,1,0,0,1,1,4,3,2,0,1
2128,1,3,0,0,3,1,0,1,0,2,0,1
2129,1,0,0,0,1,1,0,1,3,1,0,1
2130,1,1,0,1,2,1,0,4,1,0,3,0
2131,1,1,0,0,1,1,0,0,1,3,1,1
2132,1,2,0,0,4,1,0,2,3,0,3,1
2133,1,1,0,0,2,1,0,1,1,2,3,1
2134,1,1,0,0,0,1,1,4,2,0,0,0
2135,1,0,0,0,0,1,0,2,3,0,0,0
2136,1,1,1,0,1,1,0,2,0,0,4,1
2137,1,1,0,0,1,1,0,4,3,2,0,1
2138,0,1,0,0,1,2,0,1,3,1,0,0
2139,1,2,0,1,3,1,0,1,3,1,4,0
2140,1,1,0,1,4,1,0,1,0,2,0,0
2141,0,1,0,0,2,1,0,1,3,1,0,1
2142,1,2,0,0,3,1,0,4,1,0,3,1
2143,0,1,0,0,1,1,0,4,1,1,2,1
2144,1,1,1,0,2,1,0,0,1,3,3,1
2145,0,2,0,0,3,1,0,2,0,2,4,1
2146,1,0,1,0,0,1,0,0,0,3,4,1
2147,1,3,0,0,3,1,0,1,3,1,0,1
2148,0,1,0,0,2,2,0,2,3,0,0,0
2149,1,1,1,0,2,1,0,0,1,2,3,1
2150,1,2,0,0,4,1,0,4,1,1,1,1
2151,1,0,1,0,0,1,0,1,0,2,0,1
2152,0,2,0,0,4,1,0,3,3,1,3,1
2153,1,1,0,0,3,1,0,2,3,0,4,1
2154,1,0,0,0,1,2,0,1,0,2,0,0
2155,0,1,0,0,2,1,0,2,2,2,3,1
2156,0,3,0,1,4,1,1,4,2,0,1,0
2157,1,2,0,0,4,2,0,4,3,2,3,1
2158,1,3,0,0,4,2,0,2,0,2,4,1
2159,0,1,0,0,2,1,0,0,0,3,4,1
2160,1,0,1,0,0,1,0,1,3,1,0,1
2161,1,1,0,0,3,1,0,2,3,0,0,1
2162,1,1,0,0,2,1,0,0,1,2,3,1
2163,0,1,0,0,0,2,0,4,1,1,1,0
2164,1,0,0,0,0,2,0,1,0,2,0,0
2165,1,0,0,0,0,1,0,3,3,1,3,0
2166,1,1,0,0,0,1,0,2,3,0,4,1
2167,1,0,1,0,0,1,0,1,0,2,0,1
2168,1,0,1,0,0,1,0,0,1,2,4,1
2169,1,0,0,0,2,1,0,3,1,2,0,1
2170,1,2,0,0,1,1,0,2,1,0,0,1
2171,1,2,0,0,4,1,0,3,0,0,0,1
2172,1,0,1,0,0,1,0,4,3,3,1,1
2173,1,0,0,0,0,2,0,1,0,2,0,0
2174,1,0,1,0,0,2,0,0,3,3,0,0
2175,0,1,1,0,0,1,0,2,2,1,2,1
2176,1,0,1,0,0,1,0,1,0,2,0,1
2177,1,0,1,0,0,2,0,0,2,1,2,1
2178,1,0,0,0,0,1,1,4,2,0,1,0
2179,1,0,0,0,0,2,0,4,0,1,3,0
2180,1,2,0,0,3,1,0,1,2,2,2,1
2181,1,0,0,0,2,1,0,1,0,2,0,0
2182,1,2,0,0,3,1,0,1,1,2,4,1
2183,0,1,1,0,3,1,1,4,0,0,1,1
2184,1,0,0,0,4,2,0,0,0,0,0,1
2185,1,1,0,1,3,1,1,4,3,0,1,0
2186,1,2,0,1,3,1,0,1,1,3,3,1
2187,1,2,0,1,3,1,0,2,0,0,3,1
2188,0,2,0,0,4,1,0,0,0,0,0,1
2189,1,0,1,0,0,1,0,0,3,3,4,1
2190,1,2,0,0,3,1,0,0,0,0,0,1
2191,1,1,0,0,1,1,0,4,3,0,1,1
2192,0,3,0,0,4,2,0,3,1,2,0,1
2193,0,0,0,0,1,1,0,2,1,0,0,1
2194,1,0,0,0,1,2,0,3,0,0,4,0
2195,1,1,1,0,0,2,0,4,1,0,1,0
2196,1,1,1,0,3,1,0,4,1,1,1,1
2197,1,1,1,0,2,2,0,2,1,0,4,1
2198,1,3,1,0,4,1,0,0,1,3,0,1
2199,0,0,1,0,4,1,0,0,0,0,4,1
2200,0,0,1,0,4,1,0,0,2,0,4,1
2201,1,3,0,0,1,0,0,0,1,3,1,0
2202,0,0,1,0,3,1,0,3,1,2,4,1
2203,1,1,1,0,3,1,0,2,1,0,3,1
2204,0,2,1,0,4,1,0,2,1,2,0,1
2205,0,2,0,0,2,1,0,3,0,2,4,0
2206,1,2,1,0,1,2,0,2,0,0,2,0
2207,0,1,1,0,2,1,0,2,1,2,0,1
2208,0,1,1,0,1,1,0,2,1,2,0,1
2209,1,2,1,0,1,1,0,0,0,0,3,1
2210,1,2,1,0,4,1,0,1,2,1,4,1
2211,0,1,1,0,1,2,0,1,2,2,4,0
2212,1,2,1,0,1,1,1,4,1,1,4,0
2213,1,0,1,0,4,1,0,0,1,3,3,1
2214,0,1,0,0,1,2,0,3,2,3,1,0
2215,0,1,1,0,4,2,0,2,1,2,3,1
2216,1,0,1,0,4,1,0,2,3,3,3,1
2217,1,0,1,0,4,1,0,0,0,2,4,1
2218,0,0,1,0,3,1,0,1,2,0,0,1
2219,0,1,1,0,3,1,0,3,0,3,0,1
2220,0,2,1,0,2,2,0,4,2,3,4,1
2221,0,0,0,1,3,1,0,0,1,0,4,0
2222,0,1,1,1,3,1,0,0,3,3,4,0
2223,1,3,1,0,2,1,0,4,0,0,4,1
2224,1,0,1,0,3,1,0,1,0,1,0,1
2225,1,1,0,0,1,1,0,0,0,3,4,0
2226,1,1,1,0,2,2,0,1,0,1,0,0
2227,0,2,1,0,0,1,0,2,1,0,3,0
2228,1,1,1,0,0,2,0,2,0,0,0,0
2229,1,1,1,1,2,1,0,4,0,0,0,0
2230,1,0,1,0,2,1,0,0,2,1,0,1
2231,1,1,1,0,1,1,0,0,0,0,0,1
2232,1,1,1,0,4,1,0,2,0,2,0,1
2233,1,1,1,0,0,1,0,4,3,2,1,1
2234,0,2,1,0,3,2,0,1,2,0,4,0
2235,1,1,1,0,4,1,0,3,0,3,3,1
2236,1,1,1,0,2,1,0,1,0,1,4,1
2237,0,2,1,0,2,1,0,0,2,1,4,1
2238,0,1,1,1,2,1,0,3,1,0,3,0
2239,1,1,1,0,4,1,0,4,3,3,3,1
2240,0,2,1,0,2,1,0,3,0,2,2,1
2241,1,0,1,0,0,1,0,4,2,3,0,1
2242,0,3,1,0,1,2,0,1,3,3,4,1
2243,1,1,1,0,2,1,0,4,2,3,0,1
2244,0,1,1,0,0,1,0,0,1,1,3,1
2245,0,2,1,1,1,1,0,4,2,3,0,1
2246,0,0,1,0,3,1,0,0,3,0,4,1
2247,1,2,1,0,2,1,0,4,1,1,0,1
2248,1,1,1,0,3,1,0,0,3,2,0,1
2249,0,0,1,0,4,1,1,4,3,2,0,1
2250,0,1,1,0,3,2,0,2,0,0,4,1
2251,1,3,1,0,2,1,0,4,0,0,0,1
2252,1,2,0,0,4,2,0,0,2,1,0,0
2253,0,3,1,0,2,1,0,0,0,0,3,1
2254,0,1,1,1,4,1,0,2,0,2,0,1
2255,0,0,1,0,2,1,0,0,1,3,0,1
2256,0,1,1,0,2,2,0,4,2,3,0,1
2257,1,1,1,1,4,1,0,1,2,3,4,0
2258,1,1,1,0,1,1,0,0,1,3,2,1
2259,1,0,1,0,4,1,0,3,0,2,4,1
2260,1,0,0,0,3,1,0,2,0,2,3,0
2261,1,1,1,0,1,1,0,0,1,3,0,1
2262,0,0,1,0,2,1,0,2,0,3,4,1
2263,0,0,0,0,4,1,0,0,1,3,0,1
2264,0,0,0,0,4,1,0,4,0,0,1,1
2265,1,0,0,0,4,1,0,1,3,0,0,1
2266,1,2,0,0,3,2,0,0,1,3,0,1
2267,1,0,0,0,1,1,0,4,2,3,0,1
2268,1,0,0,0,2,1,0,3,3,0,0,1
2269,1,0,0,0,3,2,0,1,2,3,4,1
2270,1,1,0,1,2,1,0,0,1,3,0,0
2271,0,0,0,0,1,1,0,4,2,3,0,1
2272,0,0,0,0,1,1,0,0,3,0,0,1
2273,1,0,0,0,3,1,0,2,2,0,4,1
2274,1,0,0,0,0,1,0,1,0,3,3,0
2277,0,2,0,0,0,1,0,0,3,0,2,0
2279,0,2,0,0,0,2,0,0,1,0,4,0
2280,0,2,0,0,1,1,0,1,3,0,3,1
2281,1,0,1,0,0,1,0,0,1,3,4,1
2282,1,2,1,0,1,1,0,4,2,3,4,1
2283,1,1,1,0,0,1,0,0,3,3,3,1
2285,0,0,1,0,0,1,0,3,3,0,3,0
2287,0,1,0,0,1,1,1,4,3,2,0,1
2288,1,1,0,0,0,1,0,1,0,2,0,1
2289,1,1,0,0,1,1,0,4,1,1,3,1
2290,0,3,0,1,3,1,0,0,3,2,0,1
2291,1,0,0,0,3,1,1,4,3,2,3,1
2292,1,0,0,1,4,2,0,4,3,2,4,0
2293,1,3,0,0,0,1,0,0,3,2,0,1
2294,1,0,0,0,3,1,0,1,1,2,0,1
2295,0,1,0,0,3,1,0,4,0,2,2,1
2296,1,2,0,0,4,2,0,2,0,0,1,1
2297,1,2,0,0,1,1,0,1,0,2,0,1
2298,1,2,1,0,1,1,0,1,0,2,0,1
2299,1,1,0,0,1,1,0,3,1,1,2,0
2300,1,1,1,0,2,1,0,1,1,3,0,1
2301,1,2,1,0,2,1,0,0,2,2,4,1
2302,0,2,1,0,4,1,0,0,3,2,0,1
2303,0,1,1,0,0,1,0,1,1,2,0,1
2304,0,2,1,0,1,1,0,2,3,1,4,1
2305,1,0,1,0,4,2,0,3,2,3,2,1
2307,1,1,0,0,1,1,0,1,2,0,4,0
2308,1,0,1,0,3,1,0,0,1,1,4,1
2309,1,0,1,0,3,1,0,0,0,2,0,1
2310,0,0,0,0,4,1,0,4,2,3,1,1
2311,1,1,0,0,1,1,0,2,0,0,4,1
2312,0,2,0,0,1,1,1,4,3,0,1,1
2313,0,0,0,0,4,1,0,3,1,2,4,1
2314,0,1,1,0,4,1,0,3,0,2,3,1
2315,1,3,1,1,3,1,0,2,1,2,0,0
2316,1,0,0,0,3,2,0,4,2,3,0,0
2317,0,1,1,0,0,2,1,4,0,2,2,0
2318,1,1,1,0,1,1,0,0,2,3,0,1
2319,0,2,1,0,1,1,0,3,3,1,4,1
2320,0,1,1,1,0,1,0,4,0,2,0,0
2321,1,1,0,0,1,2,0,3,0,2,0,1
2322,1,0,0,0,1,1,0,1,0,2,3,1
2323,1,1,0,0,0,1,0,0,2,3,4,0
2324,1,1,0,0,3,1,0,3,3,1,0,1
2325,1,1,0,0,0,2,0,2,0,3,3,0
2326,1,2,1,0,0,1,0,3,2,1,3,1
2327,0,1,0,0,3,1,0,3,1,2,3,1
2328,1,1,0,0,1,1,0,0,3,3,3,1
2329,1,2,0,1,2,1,0,0,3,3,2,0
2330,0,1,0,0,1,1,0,0,0,0,4,1
2331,1,1,0,0,4,1,0,1,3,3,3,1
2332,1,2,0,0,2,1,0,2,0,2,3,1
2333,1,0,0,0,0,1,0,0,2,3,0,0
2334,0,3,0,0,0,1,0,3,3,1,0,0
2335,0,1,1,0,1,1,0,3,1,1,3,1
2336,0,1,0,0,1,1,0,2,0,3,0,1
2337,1,2,0,0,1,2,0,3,2,1,0,0
2338,1,0,0,1,3,1,0,1,0,1,4,0
2339,1,2,0,1,4,1,0,0,2,3,0,0
2340,1,1,0,0,2,1,0,0,3,3,1,1
2341,0,0,0,0,3,1,0,4,3,3,0,1
2342,1,1,0,0,1,1,0,1,0,1,3,1
2343,1,3,1,0,2,1,1,4,0,2,0,1
2344,0,2,0,0,3,1,0,1,1,1,3,1
2345,1,3,1,0,0,1,0,2,0,2,0,1
2346,0,1,0,0,3,1,0,0,2,3,0,1
2347,0,0,0,0,2,2,0,0,3,0,3,0
2348,1,1,1,0,2,1,0,0,3,3,0,1
2349,1,1,0,0,4,1,0,0,3,3,0,1
2350,1,1,1,0,0,1,0,3,0,1,4,1
2351,1,0,0,0,4,1,1,4,0,3,0,1
2352,1,0,0,0,3,1,0,2,3,1,2,1
2353,1,1,0,0,1,2,0,3,3,2,2,0
2354,1,0,0,0,2,1,0,3,3,0,4,1
2355,1,0,0,1,4,1,0,2,0,1,3,0
2356,1,0,0,0,4,2,0,2,0,3,0,1
2357,1,0,0,0,4,2,0,3,2,1,0,1
2358,1,2,0,0,2,1,0,1,0,1,0,1
2359,1,0,1,0,0,1,0,0,2,3,0,1
2360,0,0,0,0,3,1,0,2,3,2,1,1
2361,1,0,0,0,2,1,0,2,2,1,3,1
2362,1,1,0,0,0,2,0,3,3,1,0,0
2363,1,0,0,0,0,2,0,2,0,3,0,0
2364,1,0,0,0,0,1,0,3,2,1,0,0
2365,1,0,0,0,0,1,0,3,1,2,0,1
2366,1,0,1,0,0,1,0,2,0,0,3,1
2367,1,2,1,0,0,1,0,3,3,2,0,1
2368,1,0,0,0,2,1,0,3,3,0,0,1
2369,1,2,0,0,1,1,0,3,3,2,4,1
2370,1,1,0,0,4,1,0,1,2,0,4,1
2372,1,1,0,0,0,2,0,3,2,1,0,0
2373,0,2,1,0,0,2,0,4,2,2,1,0
2374,1,2,1,0,0,1,0,1,1,3,4,1
2375,1,2,1,0,0,1,0,1,1,3,3,1
2376,0,0,1,0,0,2,0,3,1,2,4,1
2377,0,2,0,0,0,1,0,2,3,3,4,0
2378,1,1,0,0,0,2,0,2,0,0,3,0
2379,0,3,0,0,3,1,0,4,2,2,1,1
2380,0,0,0,0,2,1,0,4,0,0,2,0
2381,0,0,0,0,3,1,0,2,2,0,4,1
2382,0,1,1,0,3,1,0,1,3,0,0,1
2383,1,1,0,0,4,2,0,3,0,0,4,1
2384,1,1,0,1,3,1,0,2,0,1,0,0
2385,1,3,0,1,3,1,0,2,0,3,0,1
2386,1,0,0,1,3,1,0,3,2,1,0,1
2387,1,0,0,0,4,1,0,0,1,2,3,1
2388,1,3,1,0,0,1,0,2,3,0,2,1
2389,0,0,0,0,3,1,0,0,1,0,0,1
2390,1,1,0,0,1,1,0,0,3,3,0,1
2391,0,2,0,0,4,2,0,4,0,0,1,1
2392,1,2,0,0,1,1,0,1,1,3,4,1
2393,1,2,0,0,1,2,0,2,3,3,0,0
2394,1,1,1,0,0,2,0,1,3,0,4,0
2395,1,1,1,0,3,1,0,3,0,0,4,1
2396,1,2,1,0,2,2,0,0,0,0,4,1
2397,1,2,1,0,4,1,0,2,3,3,3,1
2398,0,1,1,0,4,1,0,0,3,3,0,1
2399,0,2,1,0,4,1,0,2,1,3,0,1
2400,0,0,0,0,1,0,0,2,1,1,2,0
2401,1,1,1,0,3,1,0,4,2,0,2,1
2402,1,1,1,0,3,1,0,2,1,0,0,1
2403,0,0,1,0,4,1,0,0,0,0,2,1
2404,0,0,0,0,2,1,0,0,3,3,4,0
2405,1,0,1,0,1,2,0,2,1,3,2,0
2406,0,1,1,0,2,1,0,2,1,0,1,1
2407,1,2,1,0,1,1,0,2,2,1,3,1
2408,1,0,1,0,1,1,0,3,2,1,0,1
2409,1,1,1,0,4,1,0,0,1,0,4,1
2410,1,3,1,0,1,2,0,4,2,2,3,0
2411,0,0,1,0,1,1,0,3,2,1,0,0
2412,1,1,1,0,4,1,0,0,1,1,4,1
2413,1,1,0,0,1,2,0,4,0,1,4,0
2414,1,2,1,0,4,2,0,3,2,3,2,1
2415,1,1,1,0,4,1,0,0,2,0,0,1
2416,1,1,1,0,4,1,0,2,1,0,2,1
2417,0,0,1,0,3,1,0,4,2,2,0,1
2418,0,1,1,0,3,1,0,0,2,3,4,1
2419,0,1,1,0,2,2,0,2,3,0,2,1
2420,0,1,0,1,3,1,0,4,2,2,0,0
2421,0,2,1,1,3,1,0,1,3,3,3,0
2422,1,1,1,0,2,1,0,0,1,0,2,1
2423,0,1,1,0,3,1,0,1,2,1,3,1
2424,0,2,0,0,1,1,0,3,0,1,2,0
2425,1,1,1,0,2,2,0,4,1,0,0,0
2426,1,1,1,0,0,1,0,1,0,3,3,0
2427,0,2,1,0,0,2,0,1,2,0,4,0
2428,0,0,1,1,2,1,0,0,3,3,4,0
2429,1,3,1,0,2,1,0,4,2,2,0,1
2430,1,1,1,0,1,1,0,0,0,0,3,1
2431,0,1,1,0,4,1,0,0,2,0,4,1
2432,1,2,1,0,0,1,0,3,3,1,4,1
2433,0,0,1,0,3,2,0,3,2,0,4,0
2434,1,2,1,0,4,1,0,2,3,2,4,1
2435,1,1,1,0,2,1,0,1,2,3,2,1
2436,1,0,1,0,2,1,0,3,1,1,4,1
2437,1,1,1,1,2,1,0,4,2,2,0,0
2438,0,3,1,0,4,1,0,2,3,2,4,1
2439,1,2,1,0,2,1,0,4,1,1,0,1
2440,1,3,1,0,0,1,0,2,3,3,0,1
2441,1,1,1,0,1,2,0,2,1,2,3,1
2442,1,0,1,0,2,1,0,2,3,0,0,1
2443,0,1,1,0,0,1,0,0,1,0,0,1
2444,0,1,1,1,1,1,0,0,3,3,0,1
2445,0,1,1,0,3,1,0,1,1,0,4,1
2446,1,0,1,0,2,1,0,0,0,3,4,1
2447,1,0,1,0,3,1,0,1,1,0,1,1
2448,1,1,1,0,4,1,0,4,1,2,2,1
2449,1,0,1,0,3,2,0,0,0,2,4,1
2450,1,0,1,0,2,1,0,4,1,1,1,1
2451,0,0,0,0,4,2,0,2,3,3,4,0
2452,0,0,1,0,2,1,0,4,1,2,0,1
2453,0,2,1,1,4,1,0,1,1,1,0,1
2454,1,0,1,0,2,1,0,3,3,0,0,1
2455,0,0,1,0,2,2,0,2,3,2,1,1
2456,0,0,1,1,4,1,0,2,1,2,0,0
2457,0,1,1,0,1,1,0,4,1,3,1,1
2458,0,0,1,0,4,1,0,2,1,2,0,1
2459,1,0,0,0,3,1,0,0,3,3,4,0
2460,1,0,1,0,1,1,0,2,1,2,0,1
2461,1,0,1,0,2,1,0,4,1,3,4,1
2462,1,2,0,0,4,1,0,0,0,0,3,1
2463,1,0,0,0,4,1,0,4,1,2,4,1
2464,1,2,0,0,4,1,0,1,1,1,4,1
2465,0,2,0,0,3,2,0,3,3,0,3,1
2466,1,2,0,0,1,1,0,2,1,2,1,1
2467,0,2,0,0,2,1,0,2,1,2,0,1
2468,1,0,0,0,3,2,0,1,0,1,4,1
2469,0,2,0,1,2,1,0,4,0,2,3,0
2470,1,1,0,0,1,1,0,0,3,3,3,1
2471,1,3,0,0,1,1,0,2,1,2,0,1
2472,1,0,0,0,3,1,0,3,3,2,4,1
2473,1,0,0,0,0,1,1,4,0,0,0,0
2474,1,1,0,0,0,2,0,4,1,1,0,0
2475,1,1,0,0,0,2,0,2,0,1,0,0
2476,1,1,0,0,0,1,0,3,1,2,3,0
2477,1,3,0,0,2,1,0,3,2,2,0,1
2478,1,0,0,0,0,2,0,3,3,0,0,0
2479,1,0,0,0,1,1,0,4,3,3,2,1
2480,1,3,1,0,0,1,0,2,2,2,0,1
2481,1,0,1,0,1,1,0,2,2,1,2,1
2482,1,1,1,0,0,1,0,2,0,1,0,1
2483,0,2,1,0,0,2,0,3,0,0,0,0
2484,0,2,1,0,0,1,1,4,0,0,1,0
2485,1,2,1,0,0,1,0,4,1,1,3,0
2486,0,1,0,0,1,1,0,2,0,1,4,1
2487,0,1,0,0,0,1,0,3,0,0,4,1
2488,0,2,0,0,1,1,0,4,1,2,4,1
2489,1,2,0,1,3,1,0,1,2,3,3,1
2490,0,1,0,0,3,1,0,0,3,0,3,1
2491,1,2,0,1,4,2,0,1,3,3,4,0
2492,0,0,0,0,0,1,0,3,3,0,0,1
2493,0,1,0,0,3,1,0,3,2,2,1,1
2494,0,1,0,0,3,1,0,3,3,0,4,1
2495,0,0,0,0,4,2,0,2,2,2,4,1
2496,1,0,0,0,1,1,0,2,1,0,2,1
2497,1,0,1,0,1,1,0,3,0,0,0,1
2498,1,1,0,0,1,1,1,4,0,0,0,0
2499,1,2,1,0,2,1,0,3,3,0,3,1
2500,0,0,1,0,2,1,0,2,3,2,0,1
2501,1,1,1,0,4,1,0,1,2,3,0,1
2502,1,3,1,0,0,1,0,3,1,1,0,1
2503,1,0,1,0,1,1,0,4,2,2,0,1
2504,1,1,1,0,4,2,0,2,3,2,0,1
2505,1,1,1,0,0,1,0,4,1,3,0,1
2506,1,2,0,0,1,1,0,3,3,2,0,0
2507,1,1,1,0,3,1,0,4,1,1,0,1
2508,1,1,1,0,3,1,0,2,3,1,2,1
2509,1,0,0,0,4,1,1,4,0,0,0,1
2510,0,1,0,0,1,1,0,4,1,2,0,1
2511,0,1,0,0,1,1,0,0,1,3,4,1
2512,1,1,0,0,4,1,1,4,0,0,0,1
2513,1,2,1,0,4,1,0,3,3,2,4,1
2514,1,1,1,1,3,1,0,4,1,1,4,0
2515,1,1,0,0,3,2,0,2,1,2,1,0
2516,0,2,1,0,0,2,0,3,1,1,3,0
2517,0,1,1,0,1,1,0,2,1,2,0,1
2518,0,1,1,0,1,1,0,1,3,1,1,1
2519,1,2,1,1,0,1,0,2,1,2,0,0
2520,1,0,0,0,1,2,0,1,1,1,4,1
2521,1,3,0,0,1,1,0,4,2,2,0,1
2522,1,1,0,0,0,1,0,2,1,2,3,0
2523,1,1,0,0,3,1,0,4,2,2,0,1
2524,1,2,0,0,0,2,0,3,2,1,3,0
2525,1,0,1,0,0,1,0,0,0,1,0,1
2526,0,2,0,0,3,1,0,1,2,1,1,1
2527,0,1,0,0,1,1,0,1,2,1,3,1
2528,1,0,0,1,2,1,0,4,1,1,0,0
2529,1,1,0,0,1,1,0,2,0,1,0,1
2530,1,3,0,0,4,1,0,3,0,0,0,1
2531,1,2,0,0,2,1,0,4,3,2,4,1
2532,1,3,0,0,0,1,0,1,1,0,1,0
2533,1,1,0,0,0,1,0,4,1,1,3,0
2534,0,0,1,0,1,1,0,0,0,1,2,1
2535,0,1,0,0,1,1,0,4,3,2,3,1
2536,0,1,0,0,1,2,0,0,2,3,3,0
2537,1,1,0,1,3,1,0,4,2,2,1,0
2538,0,0,0,1,4,1,0,1,2,0,4,0
2539,0,0,0,0,2,1,0,3,2,1,1,1
2540,1,1,0,0,3,1,0,1,2,0,2,1
2541,1,0,0,0,1,1,0,3,2,1,0,1
2542,1,0,1,0,2,1,0,1,0,1,3,1
2543,1,0,0,0,3,1,0,1,1,0,3,1
2544,1,0,1,0,0,1,0,2,0,1,0,1
2545,0,2,0,0,3,1,0,3,0,0,0,1
2546,1,0,0,0,2,2,0,4,3,2,0,0
2547,0,0,1,0,2,1,0,3,2,1,3,1
2548,1,0,0,0,4,1,0,0,0,0,4,1
2549,1,1,1,0,0,1,0,2,2,2,0,1
2550,1,0,0,0,4,1,0,2,1,0,0,1
2551,1,0,0,0,3,1,0,3,0,0,0,1
2552,1,0,0,0,1,2,1,4,0,0,1,0
2553,1,0,0,0,2,1,0,3,3,0,0,1
2554,1,2,0,1,4,1,1,4,1,1,1,0
2555,1,0,0,0,4,2,0,2,0,3,0,1
2556,0,2,0,0,4,2,0,2,2,2,0,1
2557,1,1,0,0,2,1,0,0,2,1,4,1
2559,1,1,0,0,3,1,0,2,2,2,3,1
2560,1,2,0,0,2,1,0,3,1,1,0,1
2561,1,2,0,0,0,2,0,2,2,1,2,0
2562,1,2,0,0,0,2,0,4,1,1,0,0
2563,1,0,0,0,0,1,0,2,3,1,0,0
2564,1,2,0,0,0,1,1,4,0,0,0,1
2565,1,1,1,0,0,1,0,4,1,2,0,1
2566,1,3,1,0,0,1,0,2,0,0,4,1
2567,0,0,0,0,2,1,0,4,0,0,0,1
2568,1,0,0,0,1,1,0,3,1,1,4,1
2569,0,1,0,0,4,1,0,4,0,0,0,1
2570,1,1,1,0,0,1,0,1,3,0,1,1
2571,1,1,0,0,0,2,0,2,0,0,3,0
2572,1,3,1,0,0,2,0,4,0,0,0,0
2573,1,0,1,0,0,1,0,1,1,2,4,1
2574,0,0,1,0,0,1,0,3,2,1,4,1
2575,1,3,1,0,0,2,0,4,0,0,3,1
2576,1,0,0,0,0,1,0,4,3,3,0,0
2577,0,1,0,0,0,2,0,0,0,1,0,0
2578,1,2,0,0,3,1,0,4,1,0,0,1
2579,1,2,0,0,2,1,0,4,3,0,3,0
2580,1,2,0,0,3,1,0,2,3,0,0,1
2581,1,1,1,0,3,1,0,3,1,1,1,1
2582,1,1,0,0,4,2,0,4,3,3,4,1
2583,1,2,0,1,3,1,0,0,0,1,4,0
2584,0,2,0,1,3,1,0,4,1,0,4,1
2585,1,1,0,1,3,1,0,1,3,3,0,1
2586,0,2,0,0,4,1,0,0,2,1,0,1
2587,1,0,1,0,0,1,0,2,3,0,1,1
2588,0,1,0,0,3,1,0,3,3,3,4,1
2589,1,1,0,0,1,1,1,4,2,0,0,1
2590,1,0,0,0,4,2,0,4,0,1,0,1
2591,1,0,0,0,1,1,0,1,2,2,0,1
2592,1,0,0,0,1,2,0,0,3,3,0,0
2593,1,1,1,0,0,2,0,1,1,2,0,0
2594,1,2,1,0,3,1,0,3,0,0,3,1
2595,1,0,1,0,2,2,0,3,3,1,0,1
2596,0,1,1,0,4,1,0,0,3,3,2,1
2597,1,3,1,0,4,1,0,3,3,1,0,1
2598,1,0,1,0,4,1,0,1,3,3,2,1
2599,1,1,0,0,1,0,0,0,2,1,4,0
2600,0,1,1,0,3,1,0,4,0,0,1,1
2601,1,2,1,0,3,1,0,3,3,1,4,1
2602,1,1,1,0,4,1,0,3,3,1,0,1
2603,1,1,0,0,2,1,0,2,0,0,3,0
2604,1,0,1,0,1,2,0,3,3,1,0,0
2605,1,1,1,0,2,1,0,4,0,2,4,1
2606,1,1,1,0,1,1,0,2,0,0,4,1
2607,1,1,1,0,1,1,0,3,3,1,0,1
2608,1,2,1,0,4,1,0,3,2,1,3,1
2609,1,1,1,0,1,2,0,1,3,0,0,0
2610,0,1,1,0,1,1,0,0,0,2,3,0
2611,1,2,1,0,4,1,0,3,3,1,0,1
2612,1,1,0,0,1,2,0,1,1,0,1,0
2613,1,1,1,0,4,2,0,3,3,1,0,1
2614,1,2,1,0,4,1,0,3,3,1,2,1
2615,1,0,1,0,4,1,0,3,0,2,4,1
2616,1,3,1,0,3,1,0,0,1,1,4,1
2617,1,1,1,0,3,1,0,2,2,3,0,1
2618,1,1,1,0,2,2,0,2,2,2,3,1
2619,1,2,0,1,3,1,0,2,2,3,0,0
2620,1,0,1,1,3,1,0,2,0,1,3,0
2621,1,2,1,0,2,1,0,1,3,3,4,1
2622,1,1,1,0,3,1,0,0,2,3,4,1
