ID,性别,年龄,职业,征信是否逾期,工资,婚否,购房所属套数,首付款比例,收入支出比例,拟购房面积,贷款期限,是否贷款
5335,0,1,0,0,3,1,0,3,1,2,3,1
5336,1,1,0,0,1,1,0,0,3,3,3,1
5337,1,2,0,1,2,1,0,0,3,3,2,0
5338,0,1,0,0,1,1,0,0,0,0,4,1
5339,1,1,0,0,4,1,0,1,3,3,3,1
5340,1,2,0,0,2,1,0,2,0,2,3,1
5341,1,0,0,0,0,1,0,0,2,3,0,0
5342,0,3,0,0,0,1,0,3,3,1,0,0
5343,0,1,1,0,1,1,0,3,1,1,3,1
5344,0,1,0,0,1,1,0,2,0,3,0,1
5345,1,2,0,0,1,2,0,3,2,1,0,0
5346,1,0,0,1,3,1,0,1,0,1,4,0
5347,1,2,0,1,4,1,0,0,2,3,0,0
5348,1,1,0,0,2,1,0,0,3,3,1,1
5349,0,0,0,0,3,1,0,4,3,3,0,1
5350,1,1,0,0,1,1,0,1,0,1,3,1
5351,1,3,1,0,2,1,1,4,0,2,0,1
5352,0,2,0,0,3,1,0,1,1,1,3,1
5353,1,3,1,0,0,1,0,2,0,2,0,1
5354,0,1,0,0,3,1,0,0,2,3,0,1
5355,0,0,0,0,2,2,0,0,3,0,3,0
5356,1,1,1,0,2,1,0,0,3,3,0,1
5357,1,1,0,0,4,1,0,0,3,3,0,1
5358,1,1,1,0,0,1,0,3,0,1,4,1
5359,1,0,0,0,4,1,1,4,0,3,0,1
5360,1,0,0,0,3,1,0,2,3,1,2,1
5361,1,1,0,0,1,2,0,3,3,2,2,0
5362,1,0,0,0,2,1,0,3,3,0,4,1
5363,1,0,0,1,4,1,0,2,0,1,3,0
5364,1,0,0,0,4,2,0,2,0,3,0,1
5365,1,0,0,0,4,2,0,3,2,1,0,1
5366,1,2,0,0,2,1,0,1,0,1,0,1
5367,1,0,1,0,0,1,0,0,2,3,0,1
5368,0,0,0,0,3,1,0,2,3,2,1,1
5369,1,0,0,0,2,1,0,2,2,1,3,1
5370,1,1,0,0,0,2,0,3,3,1,0,0
5371,1,0,0,0,0,2,0,2,0,3,0,0
5372,1,0,0,0,0,1,0,3,2,1,0,0
5373,1,0,0,0,0,1,0,3,1,2,0,1
5374,1,0,1,0,0,1,0,2,0,0,3,1
5375,1,2,1,0,0,1,0,3,3,2,0,1
5376,1,0,0,0,2,1,0,3,3,0,0,1
5377,1,2,0,0,1,1,0,3,3,2,4,1
5378,1,1,0,0,4,1,0,1,2,0,4,1
5380,1,1,0,0,0,2,0,3,2,1,0,0
5381,0,2,1,0,0,2,0,4,2,2,1,0
5382,1,2,1,0,0,1,0,1,1,3,4,1
5383,1,2,1,0,0,1,0,1,1,3,3,1
5384,0,0,1,0,0,2,0,3,1,2,4,1
5385,0,2,0,0,0,1,0,2,3,3,4,0
5386,1,1,0,0,0,2,0,2,0,0,3,0
5387,0,3,0,0,3,1,0,4,2,2,1,1
5388,0,0,0,0,2,1,0,4,0,0,2,0
5389,0,0,0,0,3,1,0,2,2,0,4,1
5390,0,1,1,0,3,1,0,1,3,0,0,1
5391,1,1,0,0,4,2,0,3,0,0,4,1
5392,1,1,0,1,3,1,0,2,0,1,0,0
5393,1,3,0,1,3,1,0,2,0,3,0,1
5394,1,0,0,1,3,1,0,3,2,1,0,1
5395,1,0,0,0,4,1,0,0,1,2,3,1
5396,1,3,1,0,0,1,0,2,3,0,2,1
5397,0,0,0,0,3,1,0,0,1,0,0,1
5398,1,1,0,0,1,1,0,0,3,3,0,1
5399,0,2,0,0,4,2,0,4,0,0,1,1
5400,1,2,0,0,1,1,0,1,1,3,4,1
5401,1,2,0,0,1,2,0,2,3,3,0,0
5402,1,1,1,0,0,2,0,1,3,0,4,0
5403,1,1,1,0,3,1,0,3,0,0,4,1
5404,1,2,1,0,2,2,0,0,0,0,4,1
5405,1,2,1,0,4,1,0,2,3,3,3,1
5406,0,1,1,0,4,1,0,0,3,3,0,1
5407,0,2,1,0,4,1,0,2,1,3,0,1
5408,0,0,0,0,1,0,0,2,1,1,2,0
5409,1,1,1,0,3,1,0,4,2,0,2,1
5410,1,1,1,0,3,1,0,2,1,0,0,1
5411,0,0,1,0,4,1,0,0,0,0,2,1
5412,0,0,0,0,2,1,0,0,3,3,4,0
5413,1,0,1,0,1,2,0,2,1,3,2,0
5414,0,1,1,0,2,1,0,2,1,0,1,1
5415,1,2,1,0,1,1,0,2,2,1,3,1
5416,1,0,1,0,1,1,0,3,2,1,0,1
5417,1,1,1,0,4,1,0,0,1,0,4,1
5418,1,3,1,0,1,2,0,4,2,2,3,0
5419,0,0,1,0,1,1,0,3,2,1,0,0
5420,1,1,1,0,4,1,0,0,1,1,4,1
5421,1,1,0,0,1,2,0,4,0,1,4,0
5422,1,2,1,0,4,2,0,3,2,3,2,1
5423,1,1,1,0,4,1,0,0,2,0,0,1
5424,1,1,1,0,4,1,0,2,1,0,2,1
5425,0,0,1,0,3,1,0,4,2,2,0,1
5426,0,1,1,0,3,1,0,0,2,3,4,1
5427,0,1,1,0,2,2,0,2,3,0,2,1
5428,0,1,0,1,3,1,0,4,2,2,0,0
5429,0,2,1,1,3,1,0,1,3,3,3,0
5430,1,1,1,0,2,1,0,0,1,0,2,1
5431,0,1,1,0,3,1,0,1,2,1,3,1
5432,0,2,0,0,1,1,0,3,0,1,2,0
5433,1,1,1,0,2,2,0,4,1,0,0,0
5434,1,1,1,0,0,1,0,1,0,3,3,0
5435,0,2,1,0,0,2,0,1,2,0,4,0
5436,0,0,1,1,2,1,0,0,3,3,4,0
5437,1,3,1,0,2,1,0,4,2,2,0,1
5438,1,1,1,0,1,1,0,0,0,0,3,1
5439,0,1,1,0,4,1,0,0,2,0,4,1
5440,1,2,1,0,0,1,0,3,3,1,4,1
5441,0,0,1,0,3,2,0,3,2,0,4,0
5442,1,2,1,0,4,1,0,2,3,2,4,1
5443,1,1,1,0,2,1,0,1,2,3,2,1
5444,1,0,1,0,2,1,0,3,1,1,4,1
5445,1,1,1,1,2,1,0,4,2,2,0,0
5446,0,3,1,0,4,1,0,2,3,2,4,1
5447,1,2,1,0,2,1,0,4,1,1,0,1
5448,1,3,1,0,0,1,0,2,3,3,0,1
5449,1,1,1,0,1,2,0,2,1,2,3,1
5450,1,0,1,0,2,1,0,2,3,0,0,1
5451,0,1,1,0,0,1,0,0,1,0,0,1
5452,0,1,1,1,1,1,0,0,3,3,0,1
5453,0,1,1,0,3,1,0,1,1,0,4,1
5454,1,0,1,0,2,1,0,0,0,3,4,1
5455,1,0,1,0,3,1,0,1,1,0,1,1
5456,1,1,1,0,4,1,0,4,1,2,2,1
5457,1,0,1,0,3,2,0,0,0,2,4,1
5458,1,0,1,0,2,1,0,4,1,1,1,1
5459,0,0,0,0,4,2,0,2,3,3,4,0
5460,0,0,1,0,2,1,0,4,1,2,0,1
5461,0,2,1,1,4,1,0,1,1,1,0,1
5462,1,0,1,0,2,1,0,3,3,0,0,1
5463,0,0,1,0,2,2,0,2,3,2,1,1
5464,0,0,1,1,4,1,0,2,1,2,0,0
5465,0,1,1,0,1,1,0,4,1,3,1,1
5466,0,0,1,0,4,1,0,2,1,2,0,1
5467,1,0,0,0,3,1,0,0,3,3,4,0
5468,1,0,1,0,1,1,0,2,1,2,0,1
5469,1,0,1,0,2,1,0,4,1,3,4,1
5470,1,2,0,0,4,1,0,0,0,0,3,1
5471,1,0,0,0,4,1,0,4,1,2,4,1
5472,1,2,0,0,4,1,0,1,1,1,4,1
5473,0,2,0,0,3,2,0,3,3,0,3,1
5474,1,2,0,0,1,1,0,2,1,2,1,1
5475,0,2,0,0,2,1,0,2,1,2,0,1
5476,1,0,0,0,3,2,0,1,0,1,4,1
5477,0,2,0,1,2,1,0,4,0,2,3,0
5478,1,1,0,0,1,1,0,0,3,3,3,1
5479,1,3,0,0,1,1,0,2,1,2,0,1
5480,1,0,0,0,3,1,0,3,3,2,4,1
5481,1,0,0,0,0,1,1,4,0,0,0,0
5482,1,1,0,0,0,2,0,4,1,1,0,0
5483,1,1,0,0,0,2,0,2,0,1,0,0
5484,1,1,0,0,0,1,0,3,1,2,3,0
5485,1,3,0,0,2,1,0,3,2,2,0,1
5486,1,0,0,0,0,2,0,3,3,0,0,0
5487,1,0,0,0,1,1,0,4,3,3,2,1
5488,1,3,1,0,0,1,0,2,2,2,0,1
5489,1,0,1,0,1,1,0,2,2,1,2,1
5490,1,1,1,0,0,1,0,2,0,1,0,1
5491,0,2,1,0,0,2,0,3,0,0,0,0
5492,0,2,1,0,0,1,1,4,0,0,1,0
5493,1,2,1,0,0,1,0,4,1,1,3,0
5494,0,1,0,0,1,1,0,2,0,1,4,1
5495,0,1,0,0,0,1,0,3,0,0,4,1
5496,0,2,0,0,1,1,0,4,1,2,4,1
5497,1,2,0,1,3,1,0,1,2,3,3,1
5498,0,1,0,0,3,1,0,0,3,0,3,1
5499,1,2,0,1,4,2,0,1,3,3,4,0
5500,0,0,0,0,0,1,0,3,3,0,0,1
5501,0,1,0,0,3,1,0,3,2,2,1,1
5502,0,1,0,0,3,1,0,3,3,0,4,1
5503,0,0,0,0,4,2,0,2,2,2,4,1
5504,1,0,0,0,1,1,0,2,1,0,2,1
5505,1,0,1,0,1,1,0,3,0,0,0,1
5506,1,1,0,0,1,1,1,4,0,0,0,0
5507,1,2,1,0,2,1,0,3,3,0,3,1
5508,0,0,1,0,2,1,0,2,3,2,0,1
5509,1,1,1,0,4,1,0,1,2,3,0,1
5510,1,3,1,0,0,1,0,3,1,1,0,1
5511,1,0,1,0,1,1,0,4,2,2,0,1
5512,1,1,1,0,4,2,0,2,3,2,0,1
5513,1,1,1,0,0,1,0,4,1,3,0,1
5514,1,2,0,0,1,1,0,3,3,2,0,0
5515,1,1,1,0,3,1,0,4,1,1,0,1
5516,1,1,1,0,3,1,0,2,3,1,2,1
5517,1,0,0,0,4,1,1,4,0,0,0,1
5518,0,1,0,0,1,1,0,4,1,2,0,1
5519,0,1,0,0,1,1,0,0,1,3,4,1
5520,1,1,0,0,4,1,1,4,0,0,0,1
5521,1,2,1,0,4,1,0,3,3,2,4,1
5522,1,1,1,1,3,1,0,4,1,1,4,0
5523,1,1,0,0,3,2,0,2,1,2,1,0
5524,0,2,1,0,0,2,0,3,1,1,3,0
5525,0,1,1,0,1,1,0,2,1,2,0,1
5526,0,1,1,0,1,1,0,1,3,1,1,1
5527,1,2,1,1,0,1,0,2,1,2,0,0
5528,1,0,0,0,1,2,0,1,1,1,4,1
5529,1,3,0,0,1,1,0,4,2,2,0,1
5530,1,1,0,0,0,1,0,2,1,2,3,0
5531,1,1,0,0,3,1,0,4,2,2,0,1
5532,1,2,0,0,0,2,0,3,2,1,3,0
5533,1,0,1,0,0,1,0,0,0,1,0,1
5534,0,2,0,0,3,1,0,1,2,1,1,1
5535,0,1,0,0,1,1,0,1,2,1,3,1
5536,1,0,0,1,2,1,0,4,1,1,0,0
5537,1,1,0,0,1,1,0,2,0,1,0,1
5538,1,3,0,0,4,1,0,3,0,0,0,1
5539,1,2,0,0,2,1,0,4,3,2,4,1
5540,1,3,0,0,0,1,0,1,1,0,1,0
5541,1,1,0,0,0,1,0,4,1,1,3,0
5542,0,0,1,0,1,1,0,0,0,1,2,1
5543,0,1,0,0,1,1,0,4,3,2,3,1
5544,0,1,0,0,1,2,0,0,2,3,3,0
5545,1,1,0,1,3,1,0,4,2,2,1,0
5546,0,0,0,1,4,1,0,1,2,0,4,0
5547,0,0,0,0,2,1,0,3,2,1,1,1
5548,1,1,0,0,3,1,0,1,2,0,2,1
5549,1,0,0,0,1,1,0,3,2,1,0,1
5550,1,0,1,0,2,1,0,1,0,1,3,1
5551,1,0,0,0,3,1,0,1,1,0,3,1
5552,1,0,1,0,0,1,0,2,0,1,0,1
5553,0,2,0,0,3,1,0,3,0,0,0,1
5554,1,0,0,0,2,2,0,4,3,2,0,0
5555,0,0,1,0,2,1,0,3,2,1,3,1
5556,1,0,0,0,4,1,0,0,0,0,4,1
5557,1,1,1,0,0,1,0,2,2,2,0,1
5558,1,0,0,0,4,1,0,2,1,0,0,1
5559,1,0,0,0,3,1,0,3,0,0,0,1
5560,1,0,0,0,1,2,1,4,0,0,1,0
5561,1,0,0,0,2,1,0,3,3,0,0,1
5562,1,2,0,1,4,1,1,4,1,1,1,0
5563,1,0,0,0,4,2,0,2,0,3,0,1
5564,0,2,0,0,4,2,0,2,2,2,0,1
5565,1,1,0,0,2,1,0,0,2,1,4,1
5567,1,1,0,0,3,1,0,2,2,2,3,1
5568,1,2,0,0,2,1,0,3,1,1,0,1
5569,1,2,0,0,0,2,0,2,2,1,2,0
5570,1,2,0,0,0,2,0,4,1,1,0,0
5571,1,0,0,0,0,1,0,2,3,1,0,0
5572,1,2,0,0,0,1,1,4,0,0,0,1
5573,1,1,1,0,0,1,0,4,1,2,0,1
5574,1,3,1,0,0,1,0,2,0,0,4,1
5575,0,0,0,0,2,1,0,4,0,0,0,1
5576,1,0,0,0,1,1,0,3,1,1,4,1
5577,0,1,0,0,4,1,0,4,0,0,0,1
5578,1,1,1,0,0,1,0,1,3,0,1,1
5579,1,1,0,0,0,2,0,2,0,0,3,0
5580,1,3,1,0,0,2,0,4,0,0,0,0
5581,1,0,1,0,0,1,0,1,1,2,4,1
5582,0,0,1,0,0,1,0,3,2,1,4,1
5583,1,3,1,0,0,2,0,4,0,0,3,1
5584,1,0,0,0,0,1,0,4,3,3,0,0
5585,0,1,0,0,0,2,0,0,0,1,0,0
5586,1,2,0,0,3,1,0,4,1,0,0,1
5587,1,2,0,0,2,1,0,4,3,0,3,0
5588,1,2,0,0,3,1,0,2,3,0,0,1
5589,1,1,1,0,3,1,0,3,1,1,1,1
5590,1,1,0,0,4,2,0,4,3,3,4,1
5591,1,2,0,1,3,1,0,0,0,1,4,0
5592,0,2,0,1,3,1,0,4,1,0,4,1
5593,1,1,0,1,3,1,0,1,3,3,0,1
5594,0,2,0,0,4,1,0,0,2,1,0,1
5595,1,0,1,0,0,1,0,2,3,0,1,1
5596,0,1,0,0,3,1,0,3,3,3,4,1
5597,1,1,0,0,1,1,1,4,2,0,0,1
5598,1,0,0,0,4,2,0,4,0,1,0,1
5599,1,0,0,0,1,1,0,1,2,2,0,1
5600,1,0,0,0,1,2,0,0,3,3,0,0
5601,1,1,1,0,0,2,0,1,1,2,0,0
5602,1,2,1,0,3,1,0,3,0,0,3,1
5603,1,0,1,0,2,2,0,3,3,1,0,1
5604,0,1,1,0,4,1,0,0,3,3,2,1
5605,1,3,1,0,4,1,0,3,3,1,0,1
5606,1,0,1,0,4,1,0,1,3,3,2,1
5607,1,1,0,0,1,0,0,0,2,1,4,0
5608,0,1,1,0,3,1,0,4,0,0,1,1
5609,1,2,1,0,3,1,0,3,3,1,4,1
5610,1,1,1,0,4,1,0,3,3,1,0,1
5611,1,1,0,0,2,1,0,2,0,0,3,0
5612,1,0,1,0,1,2,0,3,3,1,0,0
5613,1,1,1,0,2,1,0,4,0,2,4,1
5614,1,1,1,0,1,1,0,2,0,0,4,1
5615,1,1,1,0,1,1,0,3,3,1,0,1
5616,1,2,1,0,4,1,0,3,2,1,3,1
5617,1,1,1,0,1,2,0,1,3,0,0,0
5618,0,1,1,0,1,1,0,0,0,2,3,0
5619,1,2,1,0,4,1,0,3,3,1,0,1
5620,1,1,0,0,1,2,0,1,1,0,1,0
5621,1,1,1,0,4,2,0,3,3,1,0,1
5622,1,2,1,0,4,1,0,3,3,1,2,1
5623,1,0,1,0,4,1,0,3,0,2,4,1
5624,1,3,1,0,3,1,0,0,1,1,4,1
5625,1,1,1,0,3,1,0,2,2,3,0,1
5626,1,1,1,0,2,2,0,2,2,2,3,1
5627,1,2,0,1,3,1,0,2,2,3,0,0
5628,1,0,1,1,3,1,0,2,0,1,3,0
5629,1,2,1,0,2,1,0,1,3,3,4,1
5630,1,1,1,0,3,1,0,0,2,3,4,1
5631,1,0,0,0,1,1,0,2,2,3,3,0
5632,1,1,1,0,2,2,0,1,2,0,4,0
5633,0,3,1,0,0,1,0,0,3,1,0,0
5634,0,2,1,0,0,2,0,0,3,2,2,0
5635,1,3,1,1,2,1,0,2,3,0,4,0
5636,1,1,1,0,2,1,0,0,3,1,3,1
5637,1,0,1,0,1,1,0,1,3,0,0,1
5638,1,1,1,0,4,1,0,0,0,2,0,1
5639,0,1,1,0,0,1,0,3,3,1,0,1
5640,1,1,1,0,3,2,0,1,1,0,0,0
5641,1,0,1,0,4,1,0,4,3,2,4,1
5642,0,0,1,0,2,1,0,1,3,2,4,1
5643,1,1,1,0,2,1,0,2,2,2,4,1
5644,1,0,1,1,2,1,1,4,2,0,0,0
5645,1,0,1,0,4,1,0,4,0,1,0,1
5646,0,0,1,0,2,1,0,1,2,2,0,1
5647,1,0,1,0,0,1,0,0,3,3,0,1
5648,1,2,1,0,1,2,0,3,1,2,4,1
5649,1,0,1,0,2,1,0,3,1,2,4,1
5650,1,0,1,0,0,1,0,0,0,0,2,1
5651,1,0,1,1,1,1,0,0,3,3,0,1
5652,1,1,1,0,3,1,0,3,1,2,0,1
5653,0,0,1,0,2,1,0,3,1,2,0,1
5654,1,0,1,0,3,1,0,2,0,1,4,1
5655,1,0,1,0,4,1,0,0,1,1,4,1
5656,1,0,1,0,3,2,0,3,0,2,4,1
5657,1,2,1,0,2,1,0,0,2,3,0,1
5658,1,0,0,0,4,2,0,2,2,3,0,0
5659,1,2,1,0,2,1,0,1,2,0,0,1
5660,0,2,1,1,4,1,0,0,3,3,3,1
5661,1,2,1,0,2,1,0,0,1,2,3,1
5662,1,2,1,0,2,2,0,1,1,2,0,1
5663,1,0,1,1,4,1,0,3,3,3,0,0
5664,1,2,1,0,1,1,0,3,1,0,3,1
5665,1,1,1,0,4,1,0,3,1,2,0,1
5666,1,3,0,0,3,1,0,4,0,0,4,0
5667,1,0,1,0,1,1,0,2,2,3,0,1
5668,1,0,1,0,2,1,0,1,2,0,0,1
5669,0,1,0,0,4,1,0,3,3,3,3,1
5670,0,1,0,0,4,1,0,1,3,3,0,1
5671,1,1,0,0,4,1,0,0,2,1,0,1
5672,0,3,0,0,3,2,0,2,3,0,0,1
5673,1,0,0,0,1,1,0,3,3,3,0,1
5674,0,0,0,0,2,1,1,4,2,0,0,1
5675,1,3,0,0,3,2,0,4,0,1,0,1
5676,1,0,0,1,2,1,0,1,1,2,4,0
5677,1,1,0,0,1,1,1,4,1,0,0,1
5678,1,2,0,0,1,1,0,1,0,1,4,1
5679,0,2,0,0,3,1,0,1,2,3,1,1
5680,1,2,0,0,0,1,0,3,2,2,3,0
5681,0,1,0,0,0,2,0,3,3,2,0,0
5682,1,1,0,0,0,2,1,4,1,0,3,0
5683,1,2,0,0,0,1,0,3,3,2,0,0
5684,0,2,0,0,2,1,0,0,3,2,3,1
5685,1,1,0,0,0,2,0,1,2,3,2,0
5686,1,2,0,0,1,1,0,3,3,2,0,1
5687,1,0,1,0,0,1,0,0,2,3,4,1
5688,1,1,1,0,1,1,0,3,3,2,0,1
5689,0,1,1,0,0,1,1,4,0,3,1,1
5690,0,0,1,0,0,2,0,2,2,3,0,0
5691,0,0,1,0,0,1,0,3,3,2,4,0
5692,1,0,1,0,0,1,0,1,2,1,0,0
5693,1,1,0,0,1,1,0,0,1,1,0,1
5694,1,2,0,0,0,1,0,2,3,3,3,1
5695,0,0,0,0,1,1,0,2,2,0,4,1
5696,1,1,0,1,3,1,0,1,2,0,1,1
5697,1,3,0,0,3,1,0,0,3,3,0,1
5698,1,0,0,1,4,2,0,0,1,2,0,0
5699,0,1,0,0,0,1,0,2,2,3,2,1
5700,1,1,0,0,3,1,0,0,2,0,1,1
5701,0,2,0,0,3,1,0,4,3,0,2,1
5702,1,1,0,0,4,2,0,0,0,1,3,1
5703,1,1,0,0,1,1,0,1,2,1,3,1
5704,0,0,1,0,1,1,0,0,1,1,4,1
5705,0,1,0,0,1,1,0,3,2,2,4,0
5706,1,1,1,0,2,1,0,0,2,0,4,1
5707,0,1,1,0,2,1,0,1,1,2,0,1
5708,1,2,1,0,4,1,1,4,1,0,0,1
5709,0,1,1,0,0,1,0,1,0,1,0,1
5710,0,1,1,0,1,1,0,1,2,3,0,1
5711,0,2,1,0,4,2,0,3,2,2,0,1
5712,1,1,1,0,0,1,0,3,3,2,0,1
5713,0,1,0,0,1,1,0,4,1,2,0,0
5714,1,2,1,0,3,1,0,3,3,3,0,1
5715,0,0,1,0,3,1,0,2,3,1,1,1
5716,1,3,0,0,4,1,0,4,1,2,0,1
5717,0,1,0,0,1,1,0,0,2,3,0,1
5718,0,1,0,0,1,1,0,3,3,1,0,1
5719,0,2,0,0,4,1,0,2,0,0,1,1
5720,1,0,1,0,4,1,0,2,1,0,2,1
5721,0,2,1,1,3,1,0,4,3,2,0,0
5722,1,1,0,0,3,2,0,4,0,0,1,0
5723,0,0,1,0,0,2,0,3,3,3,4,0
5724,1,1,1,0,1,1,0,3,3,3,4,1
5725,0,3,1,0,1,1,0,4,1,2,4,1
5726,1,2,1,1,0,1,0,0,2,3,1,0
5727,0,3,0,0,1,2,0,3,3,1,3,1
5728,1,1,0,0,1,1,0,0,2,3,0,1
5729,1,0,0,0,0,1,0,2,1,3,4,0
5730,1,1,0,0,3,1,0,4,2,0,3,1
5731,1,1,0,0,0,2,0,0,2,3,4,0
5732,1,1,1,0,0,1,0,4,3,2,1,1
5733,0,0,0,0,3,1,0,0,2,3,0,1
5734,0,0,0,0,1,1,0,2,1,3,3,1
5735,1,1,0,1,2,1,0,1,1,1,0,0
5736,1,0,0,0,1,1,1,4,3,2,1,1
5737,0,0,0,0,4,1,0,1,1,0,4,1
5738,1,0,0,0,2,1,0,0,1,1,4,1
5739,0,0,0,0,0,1,0,3,0,0,3,0
5740,1,2,0,0,0,1,0,2,0,0,0,0
5741,1,0,1,0,1,1,0,0,2,3,3,1
5742,0,0,0,0,1,1,0,4,1,1,0,1
5743,0,0,0,0,1,2,0,1,1,1,4,0
5744,0,1,0,1,3,1,0,3,0,0,0,0
5745,1,0,0,1,4,1,0,1,0,0,4,0
5746,1,0,0,0,2,1,0,1,3,1,3,1
5747,1,0,0,0,3,1,1,4,3,2,0,1
5748,1,0,0,0,1,1,0,1,1,0,0,1
5749,1,2,1,0,2,1,0,4,3,2,4,1
5750,1,0,0,0,3,1,0,3,1,0,4,1
5751,1,2,1,0,0,1,0,3,0,0,4,1
5752,1,1,0,0,3,1,0,2,0,0,3,1
5754,1,1,1,0,2,1,1,4,2,3,4,1
5755,1,2,0,0,4,1,0,4,1,1,4,1
5756,1,2,1,0,0,1,0,4,1,2,0,1
5757,1,2,0,0,4,1,0,0,2,3,0,1
5758,1,0,0,0,3,1,0,3,3,1,0,1
5759,1,2,0,0,1,2,0,2,0,0,0,0
5760,0,1,0,0,2,1,0,0,2,0,4,1
5761,1,3,0,1,4,1,0,1,1,2,0,0
5762,1,0,0,0,4,2,0,1,3,1,4,1
5763,0,0,0,0,4,2,0,1,1,2,0,1
5764,1,1,0,0,2,1,0,1,1,3,4,1
5765,1,1,1,0,0,1,0,3,0,2,2,1
5766,1,1,0,0,3,1,0,2,1,3,4,1
5767,1,3,0,0,2,1,0,1,1,2,4,1
5768,1,0,0,0,0,2,0,3,1,0,4,0
5769,0,0,0,0,0,2,0,3,2,1,4,0
5770,1,3,0,0,0,1,0,3,1,0,1,0
5771,1,0,0,0,0,1,0,1,0,0,4,1
5772,1,1,1,0,0,1,0,1,1,2,0,1
5773,1,2,1,0,0,1,0,1,3,3,3,1
5774,1,2,0,0,2,1,0,3,1,0,4,1
5775,0,2,0,0,1,1,0,2,2,3,4,1
5776,0,1,0,0,4,1,0,4,3,0,3,1
5777,0,1,1,0,0,1,1,4,3,0,3,1
5778,0,2,0,0,0,2,0,1,1,2,2,0
5779,1,2,1,0,0,2,1,4,3,2,4,0
5780,1,1,1,0,0,1,0,4,3,1,4,1
5781,1,2,1,0,0,1,0,4,3,0,0,1
5782,1,0,1,0,0,2,1,4,3,0,0,1
5783,0,1,0,0,0,1,1,4,1,1,1,0
5784,1,1,0,0,0,2,0,2,3,1,3,0
5785,1,0,0,0,3,1,0,4,1,2,1,1
5786,1,0,0,0,2,1,0,1,2,2,3,0
5787,1,0,0,0,3,1,0,0,2,1,0,1
5788,1,1,1,0,3,1,0,1,2,3,3,1
5789,0,2,0,0,4,2,0,1,2,0,2,1
5790,1,0,0,1,3,1,1,4,2,3,1,0
5791,1,1,0,1,3,1,0,2,1,0,4,1
5792,0,3,0,1,3,1,0,2,2,2,4,1
5793,1,0,0,0,4,1,0,3,3,3,0,1
5794,0,1,1,0,0,1,0,0,2,1,4,1
5795,0,1,0,0,3,1,0,1,0,2,3,1
5796,1,2,0,0,1,1,0,3,3,3,0,1
5797,0,1,0,0,4,2,0,0,2,0,3,1
5798,0,1,0,0,1,1,0,3,2,0,1,1
5799,1,0,0,0,1,2,0,2,3,2,4,0
5800,1,1,1,0,0,2,0,3,3,3,3,0
5801,1,1,1,0,3,1,0,3,0,2,3,1
5802,1,1,1,0,2,2,0,0,3,3,4,1
5803,1,2,1,0,4,1,0,3,3,3,0,1
5804,0,1,1,0,4,1,0,4,0,2,4,1
5805,1,1,1,0,4,1,0,2,0,1,3,1
5806,0,2,0,0,1,0,0,4,0,0,4,0
5807,1,1,1,0,3,1,1,4,2,3,0,1
5808,1,1,1,0,3,1,0,2,1,0,0,1
5809,1,2,1,0,4,1,0,2,2,2,0,1
5810,0,0,0,0,2,1,0,0,3,2,4,0
5811,1,3,1,0,1,2,0,1,1,3,3,0
5812,1,1,1,0,2,1,0,3,0,2,0,1
5813,1,1,1,0,1,1,0,0,3,3,0,1
5814,1,2,1,0,1,1,0,3,1,0,4,1
5815,0,0,1,0,4,1,0,4,0,0,1,1
5816,1,2,1,0,1,2,0,3,0,1,1,0
5817,1,1,1,0,1,1,1,4,2,3,0,0
5818,1,0,1,0,4,1,0,2,1,0,0,1
5819,1,1,0,0,1,2,0,2,2,2,0,0
5820,0,3,1,0,4,2,0,3,1,0,3,1
5821,0,2,1,0,4,1,0,3,2,1,1,1
5822,1,3,1,0,4,1,0,3,1,0,3,1
5823,0,1,1,0,3,1,0,1,3,1,4,1
5824,0,0,1,0,3,1,0,3,2,1,0,1
5825,1,1,1,0,2,2,0,0,1,3,2,1
5826,1,1,0,1,3,1,0,3,2,3,3,0
5827,1,1,1,1,3,1,0,2,0,1,4,0
5828,1,0,1,0,2,1,0,0,3,3,3,1
5829,1,0,1,0,3,1,1,4,1,3,1,1
5830,1,1,0,0,1,1,0,4,0,3,1,0
5831,1,0,1,0,2,2,0,4,0,0,0,0
5832,0,0,1,0,0,1,0,1,2,0,4,0
5833,0,0,1,0,0,2,0,1,2,1,1,0
5834,1,0,1,1,2,1,0,2,1,3,2,0
5835,0,2,1,0,2,1,1,4,2,3,0,1
5836,1,0,1,0,1,1,0,2,1,0,0,1
5837,0,0,1,0,4,1,0,4,0,0,3,1
5838,1,0,1,0,0,1,0,1,2,2,0,1
5839,0,1,1,0,3,2,0,0,2,1,0,0
5840,0,0,1,0,4,1,0,1,2,3,0,1
5841,1,0,1,0,2,1,0,1,2,0,0,1
5842,1,0,1,0,2,1,0,2,1,1,4,1
5843,1,0,1,1,2,1,1,4,2,3,0,0
5844,0,2,1,0,4,1,0,2,1,0,0,1
5845,1,0,1,0,2,1,0,4,0,0,0,1
5846,0,2,1,0,0,1,0,1,0,3,4,1
5847,1,2,1,0,1,2,0,1,2,1,0,1
5848,1,2,1,0,2,1,0,3,1,0,3,1
5849,1,2,1,0,0,1,0,1,2,1,0,1
5850,0,0,1,1,1,1,0,1,2,1,0,1
5851,1,2,1,0,3,1,0,2,1,2,3,1
5852,0,1,1,0,2,1,0,1,2,2,0,1
5853,0,3,1,0,3,1,0,3,0,1,0,1
